restaurant_id,name,category,style,latitude,longitude,suburb,price_range_AUD,dine_in,google_rating,uber_rating,platforms,opening_hours
R002957,Green Table,Bakery,Bar,-33.87169391,151.16731665,LILYFIELD,65,yes,4.7,3.7,"InHouse,Deliveroo",Mon-Fri 08:00-17:00; Sat-Sun 08:00-14:00
R002958,Hidden Kitchen,Bakery,Family,-33.91815251,151.22180369,KENSINGTON,43,no,4.4,3.5,"InHouse,DoorDash",Mon-Fri 06:00-15:00; Sat-Sun 07:00-15:00
R002959,Salted Garden,Thai,Street Food,-33.87548278,151.22113657,DARLINGHURST,40,no,4.4,4.2,Deliveroo,Mon-Sun 10:00-22:00
R002960,Silver Kitchen,Chinese,Cafe,-33.86475175,151.2099829,SYDNEY,25,yes,4.7,5.0,UberEats,Mon-Sun 07:00-21:00
R002961,Golden Nook,Thai,Family,-33.87878666,151.21614389,DARLINGHURST,74,yes,4.4,5.0,Menulog,Mon-Sun 07:00-21:00
R002962,Red Plate,Korean,Street Food,-33.87828367,151.20187941,HAYMARKET,47,no,4.5,3.8,UberEats,Mon-Sun 10:00-22:00
R002963,Royal Bar,Mexican,Fusion,-33.89718729,151.2145101,REDFERN,29,no,4.2,4.1,"UberEats,InHouse",Mon-Fri 06:00-15:00; Sat-Sun 07:00-15:00
R002964,Red Nook,Vietnamese,Bar,-33.93135762,151.1934365,MASCOT,36,no,3.9,3.4,Deliveroo,Mon-Thu 11:00-22:00; Fri-Sat 11:00-23:00; Sun 11:00-21:00
R002965,Salted Table,Vegetarian,Bar,-33.95713183,151.17642321,MASCOT,18,no,4.1,4.9,"UberEats,InHouse,DoorDash",Mon-Sun 10:00-22:00
R002966,Sweet Spoon,Cafe,Casual,-33.88395767,151.16065026,LEICHHARDT,63,yes,4.3,4.0,DoorDash,Mon-Fri 06:00-15:00; Sat-Sun 07:00-15:00
R002967,Silver Bar,Fast Food,Casual,-33.88813366,151.19985236,CHIPPENDALE,63,no,3.8,4.0,"InHouse,Menulog,Deliveroo",Mon-Sun 07:00-21:00
R002968,Sweet Kitchen,Bar,Bar,-33.87837535,151.16551262,LILYFIELD,15,no,3.9,3.9,"UberEats,InHouse",Mon-Fri 06:00-15:00; Sat-Sun 07:00-15:00
R002969,Sweet Deli,Seafood,Bar,-33.85973025,151.16489262,ROZELLE,9,yes,3.8,4.0,"DoorDash,UberEats,InHouse",Mon-Sun 10:00-22:00
R002970,Royal Garden,Vegetarian,Bar,-33.86903862,151.19516103,PYRMONT,8,no,4.3,3.7,"UberEats,InHouse",Mon-Fri 06:00-15:00; Sat-Sun 07:00-15:00
R002971,Local Corner,Cafe,Fusion,-33.93369659,151.1974893,MASCOT,25,yes,4.2,3.9,Menulog,Mon-Fri 08:00-17:00; Sat-Sun 08:00-14:00
R002972,Happy Eatery,Italian,Casual,-33.92229228,151.15866596,TEMPE,47,yes,4.1,3.7,"DoorDash,InHouse",Mon-Thu 11:00-22:00; Fri-Sat 11:00-23:00; Sun 11:00-21:00
R002973,Happy Table,Seafood,Cafe,-33.88297777,151.20282835,HAYMARKET,27,yes,3.5,4.4,Menulog,Mon-Sun 07:00-21:00
R002974,Lucky Table,Vegetarian,Fine Dining,-33.87902178,151.2061496,HAYMARKET,65,yes,4.0,2.8,"UberEats,Menulog",Mon-Thu 11:00-22:00; Fri-Sat 11:00-23:00; Sun 11:00-21:00
R002975,Red Garden,Seafood,Cafe,-33.91860119,151.20200522,ROSEBERY,12,yes,4.1,4.0,Deliveroo,Mon-Fri 08:00-17:00; Sat-Sun 08:00-14:00
R002976,Lucky Bar,Korean,Bar,-33.90393696,151.22378624,KENSINGTON,24,yes,4.4,4.0,Deliveroo,Mon-Sun 07:00-21:00
R002977,Golden Cafe,Vegetarian,Cafe,-33.91337552,151.23432988,RANDWICK,17,yes,4.9,3.8,Menulog,Mon-Thu 11:00-22:00; Fri-Sat 11:00-23:00; Sun 11:00-21:00
R002978,Salted Eatery,Vietnamese,Cafe,-33.86691881,151.16002599,LILYFIELD,10,yes,4.6,4.8,"UberEats,DoorDash",Mon-Thu 11:00-22:00; Fri-Sat 11:00-23:00; Sun 11:00-21:00
R002979,Sizzle Deli,Italian,Cafe,-33.89722183,151.22027709,MOORE PARK,42,no,3.5,4.0,DoorDash,Mon-Fri 06:00-15:00; Sat-Sun 07:00-15:00
R002980,Hidden Corner,Fast Food,Fine Dining,-33.91458315,151.2181977,KENSINGTON,60,yes,4.4,3.3,InHouse,Mon-Fri 08:00-17:00; Sat-Sun 08:00-14:00
R002981,Sweet Fork,Vegetarian,Takeaway,-33.88911068,151.1736518,CAMPERDOWN,12,yes,5.0,4.3,"InHouse,UberEats",Mon-Sun 10:00-22:00
R002982,Golden Fork,Vegetarian,Bar,-33.90468444,151.25222086,RANDWICK,27,no,4.4,4.1,"InHouse,Deliveroo",Mon-Fri 08:00-17:00; Sat-Sun 08:00-14:00
R002983,Sweet Grill,Mexican,Bar,-33.89859561,151.1825475,ERSKINEVILLE,38,yes,4.7,3.3,"UberEats,Menulog",Mon-Fri 06:00-15:00; Sat-Sun 07:00-15:00
R002984,Salted Spoon,Modern Australian,Street Food,-33.92230874,151.18776173,MASCOT,11,yes,4.2,3.1,InHouse,Mon-Fri 06:00-15:00; Sat-Sun 07:00-15:00
R002985,Royal Fork,Vietnamese,Cafe,-33.87574837,151.21021731,SYDNEY,34,no,3.8,3.3,"DoorDash,UberEats",Mon-Fri 06:00-15:00; Sat-Sun 07:00-15:00
R002986,Salted Bar,Indian,Takeaway,-33.93678002,151.21184182,EASTLAKES,18,yes,4.1,3.8,"InHouse,UberEats",Mon-Sun 10:00-22:00
R002987,Salted Nook,Mediterranean,Fusion,-33.89412861,151.20444132,REDFERN,54,yes,4.0,4.1,"Menulog,InHouse",Mon-Fri 08:00-17:00; Sat-Sun 08:00-14:00
R002988,Local Spoon,Bar,Bar,-33.88111631,151.18818676,GLEBE,45,yes,4.6,4.4,"DoorDash,UberEats",Mon-Fri 08:00-17:00; Sat-Sun 08:00-14:00
R002989,Silver Kitchen,Italian,Street Food,-33.8870037,151.16884207,ANNANDALE,58,no,3.7,4.4,DoorDash,Mon-Thu 11:00-22:00; Fri-Sat 11:00-23:00; Sun 11:00-21:00
R002990,Happy Garden,Mediterranean,Fine Dining,-33.91219874,151.2026058,ROSEBERY,40,no,3.9,4.4,Menulog,Mon-Fri 08:00-17:00; Sat-Sun 08:00-14:00
R002991,Hidden House,Mexican,Family,-33.86973891,151.23739444,DARLING POINT,33,yes,4.4,2.9,Deliveroo,Mon-Fri 06:00-15:00; Sat-Sun 07:00-15:00
R002992,Sizzle Garden,Seafood,Cafe,-33.88216918,151.21917328,PADDINGTON,14,yes,3.8,3.7,"InHouse,Menulog",Mon-Thu 11:00-22:00; Fri-Sat 11:00-23:00; Sun 11:00-21:00
R002993,Salted House,Mexican,Bar,-33.91984777,151.15322467,MARRICKVILLE,24,no,4.4,5.0,InHouse,Mon-Sun 07:00-21:00
R002994,Cozy Bar,Thai,Bar,-33.92645871,151.1597017,TEMPE,34,yes,3.8,4.4,"Deliveroo,Menulog",Mon-Sun 10:00-22:00
R002995,Spicy Bistro,Bar,Family,-33.96524676,151.19195529,MASCOT,33,no,4.2,4.1,"DoorDash,Deliveroo",Mon-Sun 10:00-22:00
R002996,Spicy Nook,Vegetarian,Street Food,-33.88670799,151.21896,PADDINGTON,52,yes,4.5,2.3,"Menulog,InHouse,UberEats",Mon-Sun 07:00-21:00
R002997,Blue House,Mediterranean,Fusion,-33.91508875,151.21085475,ROSEBERY,32,yes,3.4,4.2,InHouse,Mon-Sun 07:00-21:00
R002998,Cozy Bistro,Indian,Fusion,-33.91968059,151.18304396,MASCOT,26,yes,3.9,4.6,DoorDash,Mon-Sun 07:00-21:00
R002999,Urban Eatery,Mediterranean,Casual,-33.87139416,151.19192091,PYRMONT,65,yes,4.6,2.9,"Deliveroo,UberEats",Mon-Sun 07:00-21:00
R003000,Golden Deli,Mexican,Cafe,-33.89825006,151.16978395,ENMORE,68,yes,3.5,4.0,InHouse,Mon-Sun 07:00-21:00
R003001,Local Eatery,Vegetarian,Bar,-33.9239539,151.1771039,MASCOT,87,yes,4.8,4.0,DoorDash,Mon-Fri 06:00-15:00; Sat-Sun 07:00-15:00
R003002,Salted Cafe,Mexican,Casual,-33.92401698,151.241525,RANDWICK,60,yes,4.3,4.5,UberEats,Mon-Fri 08:00-17:00; Sat-Sun 08:00-14:00
R003003,Spicy Deli,Mediterranean,Fine Dining,-33.91631612,151.23042223,KENSINGTON,44,yes,3.9,3.8,"DoorDash,InHouse",Mon-Thu 11:00-22:00; Fri-Sat 11:00-23:00; Sun 11:00-21:00
R003004,Salted Cafe,Vietnamese,Fine Dining,-33.92219106,151.17027788,ST PETERS,35,yes,4.4,4.0,UberEats,Mon-Sun 10:00-22:00
R003005,Sweet Kitchen,Mediterranean,Takeaway,-33.94169258,151.17142741,MASCOT,13,yes,4.5,3.7,InHouse,Mon-Fri 06:00-15:00; Sat-Sun 07:00-15:00
R003006,Urban Fork,Vegetarian,Fine Dining,-33.89922919,151.17585262,NEWTOWN,28,yes,3.6,4.7,UberEats,Mon-Fri 08:00-17:00; Sat-Sun 08:00-14:00
R003007,Sizzle Room,Fast Food,Fine Dining,-33.9004842,151.21104758,WATERLOO,97,yes,4.3,4.6,"InHouse,UberEats",Mon-Sun 07:00-21:00
R003008,Green Plate,Cafe,Fusion,-33.91467713,151.22590209,RANDWICK,31,yes,4.7,5.0,"InHouse,DoorDash",Mon-Fri 08:00-17:00; Sat-Sun 08:00-14:00
R003009,Local Fork,Mediterranean,Family,-33.89388614,151.25033932,BONDI JUNCTION,74,yes,3.2,3.9,"Deliveroo,InHouse",Mon-Fri 06:00-15:00; Sat-Sun 07:00-15:00
R003010,Golden Plate,Fast Food,Takeaway,-33.86066289,151.18563766,BALMAIN,34,yes,3.7,4.0,Deliveroo,Mon-Sun 10:00-22:00
R003011,Salted Cafe,Bakery,Family,-33.93487781,151.16933872,MASCOT,22,yes,4.6,4.2,DoorDash,Mon-Fri 08:00-17:00; Sat-Sun 08:00-14:00
R003012,Royal Nook,Vegetarian,Cafe,-33.92963099,151.18273337,MASCOT,28,yes,4.1,4.2,DoorDash,Mon-Fri 08:00-17:00; Sat-Sun 08:00-14:00
R003013,Sizzle Grill,Mediterranean,Street Food,-33.8970733,151.1645347,STANMORE,26,yes,4.0,5.0,"Deliveroo,UberEats",Mon-Sun 07:00-21:00
R003014,Spicy Bistro,Bakery,Street Food,-33.88464814,151.20167275,CHIPPENDALE,27,yes,4.1,3.5,"DoorDash,UberEats",Mon-Sun 10:00-22:00
R003015,Sweet Eatery,Italian,Street Food,-33.87073677,151.17261037,LILYFIELD,14,yes,4.5,4.5,"UberEats,InHouse",Mon-Thu 11:00-22:00; Fri-Sat 11:00-23:00; Sun 11:00-21:00
R003016,Urban Deli,Italian,Bar,-33.93179586,151.17102862,MASCOT,60,no,4.3,4.7,Menulog,Mon-Thu 11:00-22:00; Fri-Sat 11:00-23:00; Sun 11:00-21:00
R003017,Local House,Seafood,Bar,-33.89759082,151.23548204,CENTENNIAL PARK,41,no,4.7,4.4,"UberEats,Menulog",Mon-Sun 10:00-22:00
R003018,Sizzle Plate,Cafe,Casual,-33.86389437,151.17113022,ROZELLE,75,yes,4.5,3.9,InHouse,Mon-Sun 10:00-22:00
R003019,Urban Nook,Vietnamese,Cafe,-33.92755069,151.17309216,MASCOT,54,yes,4.1,3.6,"InHouse,Menulog",Mon-Sun 07:00-21:00
R003020,Urban Corner,Indian,Takeaway,-33.87575202,151.20339975,SYDNEY,21,yes,4.9,3.3,"DoorDash,Menulog",Mon-Thu 11:00-22:00; Fri-Sat 11:00-23:00; Sun 11:00-21:00
R003021,Salted Deli,Modern Australian,Fusion,-33.96144032,151.17978837,MASCOT,29,yes,3.9,3.4,"Menulog,DoorDash",Mon-Fri 08:00-17:00; Sat-Sun 08:00-14:00
R003022,Cozy Fork,Bar,Street Food,-33.87546831,151.20204726,SYDNEY,28,yes,4.4,4.6,"InHouse,UberEats,Deliveroo",Mon-Sun 07:00-21:00
R003023,Local Cafe,Seafood,Takeaway,-33.88817672,151.20087901,CHIPPENDALE,45,yes,4.8,4.4,"UberEats,DoorDash",Mon-Thu 11:00-22:00; Fri-Sat 11:00-23:00; Sun 11:00-21:00
R003024,Green Garden,Bar,Takeaway,-33.9714513,151.19065916,MASCOT,13,yes,4.5,2.4,"Menulog,DoorDash",Mon-Fri 08:00-17:00; Sat-Sun 08:00-14:00
R003025,Red Spoon,Seafood,Bar,-33.91633475,151.16231028,MARRICKVILLE,32,no,4.2,4.9,Menulog,Mon-Sun 10:00-22:00
R003026,Hidden Deli,Vegetarian,Street Food,-33.91756359,151.22704396,KENSINGTON,25,yes,4.9,5.0,"Deliveroo,Menulog",Mon-Sun 07:00-21:00
R003027,Happy Nook,Seafood,Family,-33.87006188,151.17039247,ROZELLE,11,no,4.0,4.7,UberEats,Mon-Fri 08:00-17:00; Sat-Sun 08:00-14:00
R003028,Golden Plate,Thai,Fusion,-33.88409506,151.18644018,FOREST LODGE,19,yes,4.0,3.7,Deliveroo,Mon-Thu 11:00-22:00; Fri-Sat 11:00-23:00; Sun 11:00-21:00
R003029,Lucky Spoon,Modern Australian,Casual,-33.92062871,151.22967628,KINGSFORD,34,yes,4.3,3.6,"Menulog,DoorDash",Mon-Sun 10:00-22:00
R003030,Red Garden,Seafood,Family,-33.88071012,151.23097819,PADDINGTON,42,yes,4.4,3.8,"Menulog,DoorDash",Mon-Sun 10:00-22:00
R003031,Local Deli,Indian,Fine Dining,-33.90345754,151.18146404,ERSKINEVILLE,79,no,4.3,3.4,Deliveroo,Mon-Sun 07:00-21:00
R003032,Spicy House,Seafood,Fusion,-33.88177175,151.16700425,ANNANDALE,17,no,3.9,4.5,"Deliveroo,InHouse",Mon-Sun 07:00-21:00
R003033,Green Nook,Japanese,Cafe,-33.90582106,151.21086197,ZETLAND,45,yes,4.0,4.2,DoorDash,Mon-Thu 11:00-22:00; Fri-Sat 11:00-23:00; Sun 11:00-21:00
R003034,Cozy Table,Modern Australian,Takeaway,-33.87270487,151.21007036,SYDNEY,14,yes,4.0,4.0,"InHouse,DoorDash",Mon-Fri 08:00-17:00; Sat-Sun 08:00-14:00
R003035,Sizzle Room,Bakery,Cafe,-33.96511233,151.19040399,MASCOT,39,yes,4.0,4.0,"UberEats,Deliveroo",Mon-Thu 11:00-22:00; Fri-Sat 11:00-23:00; Sun 11:00-21:00
R003036,Local Bistro,Chinese,Street Food,-33.88708699,151.23835218,WOOLLAHRA,25,yes,4.4,4.1,Deliveroo,Mon-Sun 10:00-22:00
R003037,Red Table,Mexican,Family,-33.87708817,151.1717177,ANNANDALE,35,yes,4.0,4.4,Deliveroo,Mon-Fri 08:00-17:00; Sat-Sun 08:00-14:00
R003038,Urban Grill,Italian,Fusion,-33.88149638,151.18008753,FOREST LODGE,29,no,3.8,3.9,"Menulog,InHouse",Mon-Sun 10:00-22:00
R003039,Silver Room,Italian,Fine Dining,-33.86492202,151.19313975,PYRMONT,14,yes,3.9,5.0,"Menulog,Deliveroo",Mon-Thu 11:00-22:00; Fri-Sat 11:00-23:00; Sun 11:00-21:00
R003040,Spicy Cafe,Korean,Cafe,-33.87892117,151.19225388,GLEBE,72,yes,4.3,3.2,"InHouse,UberEats",Mon-Thu 11:00-22:00; Fri-Sat 11:00-23:00; Sun 11:00-21:00
R003041,Sweet Grill,Korean,Cafe,-33.89229929,151.25372498,BONDI JUNCTION,77,yes,4.0,3.7,"DoorDash,Deliveroo",Mon-Sun 10:00-22:00
R003042,Happy Bistro,Modern Australian,Takeaway,-33.89421475,151.18524745,NEWTOWN,29,no,4.1,3.7,DoorDash,Mon-Thu 11:00-22:00; Fri-Sat 11:00-23:00; Sun 11:00-21:00
R003043,Silver Deli,Mediterranean,Family,-33.90220419,151.16461947,MARRICKVILLE,9,yes,5.0,3.6,Menulog,Mon-Sun 07:00-21:00
R003044,Silver Cafe,Vietnamese,Fusion,-33.92036681,151.24403041,RANDWICK,40,yes,4.6,4.2,Deliveroo,Mon-Fri 08:00-17:00; Sat-Sun 08:00-14:00
R003045,Salted House,Mexican,Family,-33.97101013,151.19129169,MASCOT,34,no,4.8,3.5,Menulog,Mon-Sun 07:00-21:00
R003046,Cozy Eatery,Korean,Casual,-33.91330549,151.16767873,MARRICKVILLE,48,no,4.1,4.6,"InHouse,Menulog",Mon-Fri 06:00-15:00; Sat-Sun 07:00-15:00
R003047,Sizzle Deli,Korean,Takeaway,-33.88168288,151.20559158,HAYMARKET,28,yes,4.2,2.5,"UberEats,Menulog,DoorDash",Mon-Fri 08:00-17:00; Sat-Sun 08:00-14:00
R003048,Happy Fork,Indian,Bar,-33.86836771,151.21601546,SYDNEY,23,yes,3.9,5.0,"DoorDash,Deliveroo",Mon-Sun 07:00-21:00
R003049,Golden Room,Vegetarian,Cafe,-33.89042817,151.17049143,STANMORE,37,no,3.9,3.2,UberEats,Mon-Sun 10:00-22:00
R003050,Golden Corner,Japanese,Takeaway,-33.93417143,151.19441853,MASCOT,12,no,4.2,3.1,"InHouse,Deliveroo",Mon-Sun 07:00-21:00
R003051,Sweet Kitchen,Cafe,Takeaway,-33.91117843,151.19408159,ALEXANDRIA,10,no,4.6,3.5,Deliveroo,Mon-Sun 07:00-21:00
R003052,Royal Plate,Seafood,Fusion,-33.8630714,151.17262269,ROZELLE,26,no,4.2,3.4,"UberEats,Menulog,DoorDash",Mon-Sun 10:00-22:00
R003053,Lucky Garden,Chinese,Casual,-33.88811894,151.23867595,WOOLLAHRA,33,no,3.9,4.5,"DoorDash,InHouse",Mon-Sun 07:00-21:00
R003054,Happy Bistro,Thai,Bar,-33.90299003,151.21494117,MOORE PARK,14,yes,4.9,3.5,"UberEats,Deliveroo",Mon-Sun 07:00-21:00
R003055,Red Spoon,Fast Food,Fine Dining,-33.96341939,151.18003643,MASCOT,14,yes,4.2,2.9,DoorDash,Mon-Thu 11:00-22:00; Fri-Sat 11:00-23:00; Sun 11:00-21:00
R003056,Local Garden,Indian,Cafe,-33.90833293,151.1941167,ALEXANDRIA,22,no,4.5,4.7,InHouse,Mon-Fri 06:00-15:00; Sat-Sun 07:00-15:00
R003057,Blue Bar,Korean,Street Food,-33.94291689,151.18379257,MASCOT,26,yes,4.5,3.8,Menulog,Mon-Fri 06:00-15:00; Sat-Sun 07:00-15:00
R003058,Blue Garden,Vietnamese,Family,-33.88880383,151.22406017,MOORE PARK,45,no,4.5,3.3,Menulog,Mon-Sun 07:00-21:00
R003059,Local Fork,Japanese,Family,-33.91657907,151.17689231,ST PETERS,17,no,4.3,4.4,InHouse,Mon-Sun 07:00-21:00
R003060,Blue Garden,Vegetarian,Takeaway,-33.91205391,151.24894812,RANDWICK,49,yes,4.8,3.8,DoorDash,Mon-Sun 10:00-22:00
R003061,Happy Kitchen,Modern Australian,Bar,-33.85560841,151.17013001,BALMAIN,27,yes,3.7,3.7,UberEats,Mon-Sun 10:00-22:00
R003062,Hidden Nook,Vietnamese,Family,-33.87697834,151.23104202,EDGECLIFF,62,yes,3.4,4.2,"InHouse,Deliveroo",Mon-Fri 06:00-15:00; Sat-Sun 07:00-15:00
R003063,Local Bistro,Korean,Cafe,-33.96908652,151.19481101,MASCOT,67,yes,3.7,5.0,"InHouse,UberEats",Mon-Sun 10:00-22:00
R003064,Sizzle Bar,Indian,Cafe,-33.87116519,151.19151153,PYRMONT,17,yes,4.0,2.9,"Menulog,DoorDash",Mon-Fri 08:00-17:00; Sat-Sun 08:00-14:00
R003065,Sweet Garden,Mexican,Fusion,-33.87668368,151.2241061,DARLINGHURST,40,yes,3.9,2.9,"UberEats,DoorDash",Mon-Sun 07:00-21:00
R003066,Silver Kitchen,Vegetarian,Takeaway,-33.87517983,151.24666243,DOUBLE BAY,47,yes,4.4,4.6,DoorDash,Mon-Fri 08:00-17:00; Sat-Sun 08:00-14:00
R003067,Hidden Room,Mediterranean,Street Food,-33.93282453,151.17226693,MASCOT,65,yes,4.0,3.9,Deliveroo,Mon-Thu 11:00-22:00; Fri-Sat 11:00-23:00; Sun 11:00-21:00
R003068,Urban Bar,Korean,Street Food,-33.89835681,151.16503676,ENMORE,27,yes,4.4,4.8,"DoorDash,Menulog",Mon-Fri 08:00-17:00; Sat-Sun 08:00-14:00
R003069,Golden Garden,Vegetarian,Cafe,-33.95664329,151.17700167,MASCOT,30,no,4.2,4.4,DoorDash,Mon-Fri 08:00-17:00; Sat-Sun 08:00-14:00
R003070,Salted Kitchen,Vietnamese,Street Food,-33.92432667,151.1875656,MASCOT,81,no,3.7,5.0,Deliveroo,Mon-Fri 06:00-15:00; Sat-Sun 07:00-15:00
R003071,Silver Bistro,Japanese,Takeaway,-33.94671765,151.17770319,MASCOT,52,yes,4.0,4.3,"InHouse,Deliveroo",Mon-Fri 06:00-15:00; Sat-Sun 07:00-15:00
R003072,Lucky Kitchen,Modern Australian,Family,-33.86803601,151.18833979,PYRMONT,12,yes,3.9,3.9,"Menulog,DoorDash",Mon-Sun 07:00-21:00
R003073,Silver Deli,Mexican,Bar,-33.87213959,151.22017495,WOOLLOOMOOLOO,42,no,3.8,3.4,"Menulog,InHouse",Mon-Thu 11:00-22:00; Fri-Sat 11:00-23:00; Sun 11:00-21:00
R003074,Sweet Eatery,Chinese,Family,-33.88662368,151.1595586,LEICHHARDT,47,yes,3.8,3.9,"DoorDash,InHouse",Mon-Fri 06:00-15:00; Sat-Sun 07:00-15:00
R003075,Sizzle Eatery,Italian,Cafe,-33.93208475,151.18651652,MASCOT,35,no,5.0,5.0,Deliveroo,Mon-Sun 10:00-22:00
R003076,Local Fork,Modern Australian,Cafe,-33.89435662,151.25802035,BONDI JUNCTION,16,no,4.9,4.1,Deliveroo,Mon-Fri 08:00-17:00; Sat-Sun 08:00-14:00
R003077,Cozy Bistro,Chinese,Fine Dining,-33.90198793,151.20566898,WATERLOO,40,yes,4.2,3.6,"Deliveroo,DoorDash",Mon-Sun 07:00-21:00
R003078,Lucky Room,Japanese,Casual,-33.87557149,151.20679562,SYDNEY,8,no,5.0,4.0,"Menulog,InHouse",Mon-Fri 08:00-17:00; Sat-Sun 08:00-14:00
R003079,Blue Bistro,Bar,Takeaway,-33.95995622,151.17792434,MASCOT,17,yes,4.5,4.7,"DoorDash,UberEats",Mon-Thu 11:00-22:00; Fri-Sat 11:00-23:00; Sun 11:00-21:00
R003080,Royal Room,Fast Food,Bar,-33.87614906,151.15252982,LEICHHARDT,16,yes,3.9,4.2,"Menulog,InHouse",Mon-Fri 06:00-15:00; Sat-Sun 07:00-15:00
R003081,Golden Deli,Indian,Takeaway,-33.9211415,151.21900038,KINGSFORD,12,yes,4.5,5.0,"Deliveroo,DoorDash,UberEats",Mon-Sun 07:00-21:00
R003082,Urban Room,Vegetarian,Fine Dining,-33.93363457,151.1893409,MASCOT,28,yes,4.7,4.1,"UberEats,InHouse",Mon-Sun 10:00-22:00
R003083,Spicy Nook,Seafood,Street Food,-33.87221183,151.22760856,ELIZABETH BAY,55,yes,5.0,2.5,"DoorDash,InHouse",Mon-Fri 06:00-15:00; Sat-Sun 07:00-15:00
R003084,Sweet Spoon,Fast Food,Bar,-33.88853937,151.18723678,CAMPERDOWN,38,yes,3.5,3.1,Menulog,Mon-Sun 07:00-21:00
R003085,Urban Eatery,Bar,Bar,-33.89401679,151.23393049,CENTENNIAL PARK,49,yes,5.0,3.8,Menulog,Mon-Fri 06:00-15:00; Sat-Sun 07:00-15:00
R003086,Urban Table,Cafe,Takeaway,-33.9342534,151.17161437,MASCOT,15,yes,4.2,3.9,"InHouse,Deliveroo",Mon-Fri 06:00-15:00; Sat-Sun 07:00-15:00
R003087,Blue Table,Korean,Cafe,-33.92943475,151.18479358,MASCOT,25,yes,3.7,4.5,"UberEats,DoorDash",Mon-Thu 11:00-22:00; Fri-Sat 11:00-23:00; Sun 11:00-21:00
R003088,Red Cafe,Bakery,Street Food,-33.85778597,151.20628186,DAWES POINT,59,yes,3.5,3.5,DoorDash,Mon-Sun 10:00-22:00
R003089,Spicy Spoon,Chinese,Cafe,-33.90112925,151.20010572,ALEXANDRIA,29,yes,5.0,3.8,"InHouse,Deliveroo,UberEats",Mon-Sun 07:00-21:00
R003090,Silver Nook,Vegetarian,Takeaway,-33.88730203,151.1739594,ANNANDALE,43,yes,3.0,4.4,"Menulog,UberEats",Mon-Thu 11:00-22:00; Fri-Sat 11:00-23:00; Sun 11:00-21:00
R003091,Green Fork,Italian,Bar,-33.87015571,151.22962592,ELIZABETH BAY,35,yes,3.8,4.2,"Deliveroo,UberEats,Menulog",Mon-Fri 08:00-17:00; Sat-Sun 08:00-14:00
R003092,Cozy Eatery,Modern Australian,Street Food,-33.88087266,151.16596741,LEICHHARDT,57,no,4.4,3.7,UberEats,Mon-Sun 07:00-21:00
R003093,Silver Room,Bakery,Casual,-33.90753508,151.20583055,ZETLAND,69,yes,4.1,3.7,UberEats,Mon-Thu 11:00-22:00; Fri-Sat 11:00-23:00; Sun 11:00-21:00
R003094,Cozy Kitchen,Mexican,Cafe,-33.9241609,151.16784781,TEMPE,12,yes,3.9,4.1,"InHouse,UberEats",Mon-Thu 11:00-22:00; Fri-Sat 11:00-23:00; Sun 11:00-21:00
R003095,Cozy Garden,Modern Australian,Fine Dining,-33.86987259,151.16981113,ROZELLE,29,yes,5.0,3.1,Menulog,Mon-Fri 08:00-17:00; Sat-Sun 08:00-14:00
R003096,Hidden Fork,Mediterranean,Bar,-33.93014307,151.2082045,EASTLAKES,22,yes,3.9,3.5,Deliveroo,Mon-Sun 10:00-22:00
R003097,Lucky Cafe,Bar,Takeaway,-33.90833489,151.2297716,RANDWICK,60,yes,4.9,3.1,"InHouse,UberEats",Mon-Fri 06:00-15:00; Sat-Sun 07:00-15:00
R003098,Happy Kitchen,Vietnamese,Bar,-33.94810372,151.17434315,MASCOT,36,yes,4.3,4.7,DoorDash,Mon-Sun 07:00-21:00
R003099,Local Spoon,Indian,Cafe,-33.87983231,151.20940035,SURRY HILLS,15,yes,4.5,4.8,Menulog,Mon-Fri 06:00-15:00; Sat-Sun 07:00-15:00
R003100,Lucky Fork,Seafood,Street Food,-33.8722422,151.2174883,WOOLLOOMOOLOO,8,no,4.6,4.1,Deliveroo,Mon-Fri 08:00-17:00; Sat-Sun 08:00-14:00
R003101,Silver Room,Chinese,Cafe,-33.89177286,151.16480431,STANMORE,43,yes,4.7,4.1,"UberEats,InHouse,Deliveroo",Mon-Sun 07:00-21:00
R003102,Red Plate,Japanese,Street Food,-33.87909247,151.21460554,DARLINGHURST,47,yes,3.4,4.5,"Deliveroo,UberEats,Menulog",Mon-Fri 06:00-15:00; Sat-Sun 07:00-15:00
R003103,Red Corner,Japanese,Fine Dining,-33.88168139,151.22224622,PADDINGTON,19,yes,3.8,3.6,"DoorDash,Deliveroo,UberEats",Mon-Sun 07:00-21:00
R003104,Blue Plate,Vietnamese,Cafe,-33.91458887,151.23810143,RANDWICK,51,no,3.8,4.4,"UberEats,Deliveroo",Mon-Sun 10:00-22:00
R003105,Happy Table,Italian,Fine Dining,-33.91750281,151.17223989,ST PETERS,20,yes,4.8,2.9,UberEats,Mon-Sun 07:00-21:00
R003106,Cozy Spoon,Cafe,Fine Dining,-33.91990985,151.18288505,MASCOT,14,yes,4.0,3.8,"Deliveroo,DoorDash",Mon-Sun 10:00-22:00
R003107,Green Table,Bakery,Cafe,-33.92006607,151.17848213,ST PETERS,57,yes,4.4,3.4,"UberEats,Deliveroo",Mon-Fri 08:00-17:00; Sat-Sun 08:00-14:00
