year,suburb,category,total_count,avg_rating,avg_price_AUD,share_within_suburb
2020,CAMPERDOWN,Fast Food,9,3.974,29.72,0.11842105263157894
2020,CAMPERDOWN,Indian,11,3.857,24.29,0.14473684210526316
2020,CAMPERDOWN,Italian,8,3.61,28.97,0.10526315789473684
2020,CAMPERDOWN,Japanese,3,4.093,21.95,0.039473684210526314
2020,CAMPERDOWN,Korean,7,3.787,26.2,0.09210526315789473
2020,CAMPERDOWN,Mediterranean,1,3.587,26.63,0.013157894736842105
2020,CAMPERDOWN,Mexican,4,4.096,33.86,0.05263157894736842
2020,CAMPERDOWN,Modern Australian,1,4.074,20.25,0.013157894736842105
2020,CAMPERDOWN,Seafood,9,3.913,28.33,0.11842105263157894
2020,CAMPERDOWN,Thai,6,4.098,41.23,0.07894736842105263
2020,CAMPERDOWN,Vegetarian,2,4.162,25.82,0.02631578947368421
2020,CAMPERDOWN,Vietnamese,4,4.066,31.44,0.05263157894736842
2020,CENTENNIAL PARK,Bakery,5,4.055,31.56,0.04716981132075472
2020,CENTENNIAL PARK,Bar,2,3.931,27.94,0.018867924528301886
2020,CENTENNIAL PARK,Cafe,3,3.728,35.96,0.02830188679245283
2020,CENTENNIAL PARK,Chinese,9,3.892,30.53,0.08490566037735849
2020,CENTENNIAL PARK,Fast Food,9,4.308,30.01,0.08490566037735849
2020,CENTENNIAL PARK,Indian,8,3.864,31.29,0.07547169811320754
2020,CENTENNIAL PARK,Italian,6,4.208,30.68,0.05660377358490566
2020,CENTENNIAL PARK,Japanese,10,4.113,37.83,0.09433962264150944
2020,CENTENNIAL PARK,Korean,4,4.275,34.53,0.03773584905660377
2020,CENTENNIAL PARK,Mediterranean,7,3.846,32.34,0.0660377358490566
2020,CENTENNIAL PARK,Mexican,8,4.149,29.29,0.07547169811320754
2020,CENTENNIAL PARK,Modern Australian,8,3.726,19.86,0.07547169811320754
2020,CENTENNIAL PARK,Seafood,9,3.794,29.97,0.08490566037735849
2020,CENTENNIAL PARK,Thai,6,3.853,31.39,0.05660377358490566
2020,CENTENNIAL PARK,Vegetarian,7,3.793,51.81,0.0660377358490566
2020,CENTENNIAL PARK,Vietnamese,5,3.89,24.97,0.04716981132075472
2020,CHIPPENDALE,Bakery,3,4.021,31.92,0.13636363636363635
2020,CHIPPENDALE,Bar,1,3.708,32.66,0.045454545454545456
2020,CHIPPENDALE,Fast Food,1,4.169,45.49,0.045454545454545456
2020,CHIPPENDALE,Italian,1,3.545,39.3,0.045454545454545456
2020,CHIPPENDALE,Japanese,1,4.384,20.03,0.045454545454545456
2020,CHIPPENDALE,Korean,3,3.959,18.21,0.13636363636363635
2020,CHIPPENDALE,Mediterranean,1,4.243,20.75,0.045454545454545456
2020,CHIPPENDALE,Mexican,3,3.682,17.54,0.13636363636363635
2020,CHIPPENDALE,Modern Australian,1,4.103,21.03,0.045454545454545456
2020,CHIPPENDALE,Seafood,2,4.019,29.62,0.09090909090909091
2020,CHIPPENDALE,Thai,1,3.978,26.49,0.045454545454545456
2020,CHIPPENDALE,Vegetarian,4,4.726,25.07,0.18181818181818182
2020,DARLING POINT,Bakery,3,4.287,29.02,0.07317073170731707
2020,DARLING POINT,Bar,2,3.666,30.96,0.04878048780487805
2020,DARLING POINT,Chinese,1,3.911,48.5,0.024390243902439025
2020,DARLING POINT,Fast Food,6,4.457,32.77,0.14634146341463414
2020,DARLING POINT,Indian,3,3.839,35.7,0.07317073170731707
2020,DARLING POINT,Italian,1,3.651,55.86,0.024390243902439025
2020,DARLING POINT,Japanese,3,3.666,38.92,0.07317073170731707
2020,DARLING POINT,Korean,1,3.94,31.39,0.024390243902439025
2020,DARLING POINT,Mediterranean,4,4.376,28.9,0.0975609756097561
2020,DARLING POINT,Mexican,2,4.107,27.02,0.04878048780487805
2020,DARLING POINT,Modern Australian,5,3.86,37.86,0.12195121951219512
2020,DARLING POINT,Seafood,4,4.228,36.11,0.0975609756097561
2020,DARLING POINT,Thai,1,4.146,29.99,0.024390243902439025
2020,DARLING POINT,Vegetarian,4,3.932,39.62,0.0975609756097561
2020,DARLING POINT,Vietnamese,1,3.981,9.77,0.024390243902439025
2020,DARLINGHURST,Bakery,2,4.142,46.03,0.04081632653061224
2020,DARLINGHURST,Bar,1,4.344,36.71,0.02040816326530612
2020,DARLINGHURST,Cafe,2,3.928,45.55,0.04081632653061224
2020,DARLINGHURST,Chinese,1,3.999,28.44,0.02040816326530612
2020,DARLINGHURST,Fast Food,8,3.91,19.84,0.16326530612244897
2020,DARLINGHURST,Indian,5,3.952,30.02,0.10204081632653061
2020,DARLINGHURST,Italian,2,3.86,34.15,0.04081632653061224
2020,DARLINGHURST,Japanese,2,4.09,38.57,0.04081632653061224
2020,DARLINGHURST,Korean,1,3.848,32.23,0.02040816326530612
2020,DARLINGHURST,Mediterranean,2,3.705,14.63,0.04081632653061224
2020,DARLINGHURST,Mexican,2,3.58,29.11,0.04081632653061224
2020,DARLINGHURST,Modern Australian,5,3.951,34.59,0.10204081632653061
2020,DARLINGHURST,Seafood,1,4.069,23.72,0.02040816326530612
2020,DARLINGHURST,Thai,9,4.339,38.12,0.1836734693877551
2020,DARLINGHURST,Vegetarian,3,3.767,33.04,0.061224489795918366
2020,DARLINGHURST,Vietnamese,3,3.744,36.01,0.061224489795918366
2020,DARLINGTON,Bakery,3,4.089,27.62,0.14285714285714285
2020,DARLINGTON,Cafe,4,4.156,13.14,0.19047619047619047
2020,DARLINGTON,Fast Food,1,4.227,19.1,0.047619047619047616
2020,DARLINGTON,Indian,1,4.181,20.17,0.047619047619047616
2020,DARLINGTON,Italian,1,3.698,16.2,0.047619047619047616
2020,DARLINGTON,Korean,2,3.98,25.22,0.09523809523809523
2020,DARLINGTON,Mediterranean,1,3.621,39.28,0.047619047619047616
2020,DARLINGTON,Modern Australian,3,3.992,35.51,0.14285714285714285
2020,DARLINGTON,Seafood,1,4.117,49.78,0.047619047619047616
2020,DARLINGTON,Thai,1,4.157,22.56,0.047619047619047616
2020,DARLINGTON,Vegetarian,1,3.899,34.77,0.047619047619047616
2020,DARLINGTON,Vietnamese,2,3.444,20.97,0.09523809523809523
2020,DAWES POINT,Bakery,1,3.489,55.28,0.1111111111111111
2020,DAWES POINT,Cafe,1,3.952,29.05,0.1111111111111111
2020,DAWES POINT,Chinese,1,3.849,9.21,0.1111111111111111
2020,DAWES POINT,Indian,1,4.596,28.05,0.1111111111111111
2020,DAWES POINT,Italian,1,3.293,40.4,0.1111111111111111
2020,DAWES POINT,Mexican,1,4.267,8.8,0.1111111111111111
2020,DAWES POINT,Seafood,1,4.034,49.05,0.1111111111111111
2020,DAWES POINT,Vietnamese,2,4.024,48.75,0.2222222222222222
2020,DOUBLE BAY,Bakery,2,3.473,35.79,0.03278688524590164
2020,DOUBLE BAY,Bar,1,3.946,29.94,0.01639344262295082
2020,DOUBLE BAY,Cafe,8,3.996,30.15,0.13114754098360656
2020,DOUBLE BAY,Chinese,3,4.183,48.47,0.04918032786885246
2020,DOUBLE BAY,Fast Food,1,4.417,41.28,0.01639344262295082
2020,DOUBLE BAY,Indian,8,3.855,46.3,0.13114754098360656
2020,DOUBLE BAY,Italian,2,3.398,53.4,0.03278688524590164
2020,DOUBLE BAY,Japanese,1,4.167,16.15,0.01639344262295082
2020,DOUBLE BAY,Korean,1,3.836,38.48,0.01639344262295082
2020,DOUBLE BAY,Mediterranean,3,4.056,30.28,0.04918032786885246
2020,DOUBLE BAY,Mexican,6,4.264,32.2,0.09836065573770492
2020,DOUBLE BAY,Modern Australian,3,3.913,30.02,0.04918032786885246
2020,DOUBLE BAY,Seafood,3,3.829,48.29,0.04918032786885246
2020,DOUBLE BAY,Thai,1,4.273,35.38,0.01639344262295082
2020,DOUBLE BAY,Vegetarian,11,4.21,41.36,0.18032786885245902
2020,DOUBLE BAY,Vietnamese,7,4.074,45.05,0.11475409836065574
2020,EASTLAKES,Bakery,3,4.108,20.91,0.034482758620689655
2020,EASTLAKES,Bar,5,4.006,27.83,0.05747126436781609
2020,EASTLAKES,Cafe,5,4.05,27.94,0.05747126436781609
2020,EASTLAKES,Chinese,1,3.913,31.58,0.011494252873563218
2020,EASTLAKES,Fast Food,6,3.865,30.95,0.06896551724137931
2020,EASTLAKES,Indian,8,3.671,30.54,0.09195402298850575
2020,EASTLAKES,Italian,1,3.976,33.6,0.011494252873563218
2020,EASTLAKES,Japanese,7,3.712,36.56,0.08045977011494253
2020,EASTLAKES,Korean,1,4.036,31.87,0.011494252873563218
2020,EASTLAKES,Mediterranean,5,3.848,31.19,0.05747126436781609
2020,EASTLAKES,Mexican,9,4.032,34.14,0.10344827586206896
2020,EASTLAKES,Modern Australian,2,3.531,28.95,0.022988505747126436
2020,EASTLAKES,Seafood,6,3.848,38.4,0.06896551724137931
2020,EASTLAKES,Thai,7,4.187,30.61,0.08045977011494253
2020,EASTLAKES,Vegetarian,5,4.112,24.89,0.05747126436781609
2020,EASTLAKES,Vietnamese,16,4.06,31.16,0.1839080459770115
2020,EDGECLIFF,Bakery,1,4.487,39.89,0.047619047619047616
2020,EDGECLIFF,Bar,1,4.446,8.27,0.047619047619047616
2020,EDGECLIFF,Chinese,1,4.163,74.26,0.047619047619047616
2020,EDGECLIFF,Fast Food,1,4.366,36.26,0.047619047619047616
2020,EDGECLIFF,Indian,1,3.864,10.08,0.047619047619047616
2020,EDGECLIFF,Italian,2,4.012,32.49,0.09523809523809523
2020,EDGECLIFF,Japanese,1,4.475,29.13,0.047619047619047616
2020,EDGECLIFF,Korean,2,4.259,44.35,0.09523809523809523
2020,EDGECLIFF,Mediterranean,2,3.98,24.41,0.09523809523809523
2020,EDGECLIFF,Mexican,2,3.909,28.3,0.09523809523809523
2020,EDGECLIFF,Thai,2,4.102,59.98,0.09523809523809523
2020,EDGECLIFF,Vietnamese,5,4.025,48.89,0.23809523809523808
2020,ELIZABETH BAY,Bakery,1,4.027,13.93,0.05
2020,ELIZABETH BAY,Bar,1,3.808,29.84,0.05
2020,ELIZABETH BAY,Chinese,2,3.56,46.2,0.1
2020,ELIZABETH BAY,Fast Food,1,4.36,23.54,0.05
2020,ELIZABETH BAY,Italian,2,4.514,34.19,0.1
2020,ELIZABETH BAY,Japanese,1,4.164,44.69,0.05
2020,ELIZABETH BAY,Korean,2,3.313,39.6,0.1
2020,ELIZABETH BAY,Seafood,3,3.821,40.01,0.15
2020,ELIZABETH BAY,Thai,5,4.429,28.61,0.25
2020,ELIZABETH BAY,Vegetarian,1,4.705,28.29,0.05
2020,ELIZABETH BAY,Vietnamese,1,3.974,13.16,0.05
2020,ENMORE,Bakery,1,3.982,34.95,0.037037037037037035
2020,ENMORE,Cafe,2,4.135,39.75,0.07407407407407407
2020,ENMORE,Chinese,1,3.47,9.36,0.037037037037037035
2020,ENMORE,Fast Food,2,4.399,20.91,0.07407407407407407
2020,ENMORE,Korean,1,4.459,23.74,0.037037037037037035
2020,ENMORE,Mediterranean,6,4.765,35.51,0.2222222222222222
2020,ENMORE,Mexican,2,3.747,49.85,0.07407407407407407
2020,ENMORE,Modern Australian,6,4.214,26.58,0.2222222222222222
2020,ENMORE,Seafood,2,4.006,41.27,0.07407407407407407
2020,ENMORE,Thai,1,3.874,33.42,0.037037037037037035
2020,ENMORE,Vegetarian,2,4.173,20.06,0.07407407407407407
2020,ENMORE,Vietnamese,1,3.536,33.37,0.037037037037037035
2020,ERSKINEVILLE,Bakery,7,4.089,42.19,0.15217391304347827
2020,ERSKINEVILLE,Bar,1,3.519,48.68,0.021739130434782608
2020,ERSKINEVILLE,Cafe,3,3.863,21.18,0.06521739130434782
2020,ERSKINEVILLE,Fast Food,2,3.882,29.94,0.043478260869565216
2020,ERSKINEVILLE,Indian,2,3.904,34.18,0.043478260869565216
2020,ERSKINEVILLE,Italian,4,3.652,32.99,0.08695652173913043
2020,ERSKINEVILLE,Japanese,4,3.753,23.48,0.08695652173913043
2020,ERSKINEVILLE,Korean,1,3.886,19.51,0.021739130434782608
2020,ERSKINEVILLE,Mediterranean,3,3.979,57.28,0.06521739130434782
2020,ERSKINEVILLE,Mexican,6,4.025,35.53,0.13043478260869565
2020,ERSKINEVILLE,Modern Australian,4,4.122,41.19,0.08695652173913043
2020,ERSKINEVILLE,Seafood,1,3.152,9.5,0.021739130434782608
2020,ERSKINEVILLE,Thai,2,4.072,32.18,0.043478260869565216
2020,ERSKINEVILLE,Vegetarian,4,4.048,29.52,0.08695652173913043
2020,ERSKINEVILLE,Vietnamese,2,4.053,25.78,0.043478260869565216
2020,EVELEIGH,Bakery,1,3.612,19.36,0.03333333333333333
2020,EVELEIGH,Bar,2,3.508,15.08,0.06666666666666667
2020,EVELEIGH,Cafe,1,3.94,18.28,0.03333333333333333
2020,EVELEIGH,Chinese,1,3.941,33.31,0.03333333333333333
2020,EVELEIGH,Indian,2,4.07,49.5,0.06666666666666667
2020,EVELEIGH,Italian,5,3.988,36.66,0.16666666666666666
2020,EVELEIGH,Japanese,1,3.876,11.26,0.03333333333333333
2020,EVELEIGH,Korean,1,3.353,8.5,0.03333333333333333
2020,EVELEIGH,Mediterranean,1,4.57,40.03,0.03333333333333333
2020,EVELEIGH,Mexican,2,4.149,21.29,0.06666666666666667
2020,EVELEIGH,Modern Australian,7,3.822,16.56,0.23333333333333334
2020,EVELEIGH,Seafood,1,3.71,27.72,0.03333333333333333
2020,EVELEIGH,Vegetarian,3,4.005,19.77,0.1
2020,EVELEIGH,Vietnamese,2,3.106,23.23,0.06666666666666667
2020,FOREST LODGE,Cafe,1,4.515,32.19,0.047619047619047616
2020,FOREST LODGE,Chinese,1,3.647,31.03,0.047619047619047616
2020,FOREST LODGE,Fast Food,2,4.511,18.63,0.09523809523809523
2020,FOREST LODGE,Indian,1,4.233,50.72,0.047619047619047616
2020,FOREST LODGE,Italian,1,3.85,29.1,0.047619047619047616
2020,FOREST LODGE,Japanese,2,3.943,25.54,0.09523809523809523
2020,FOREST LODGE,Korean,4,4.057,24.9,0.19047619047619047
2020,FOREST LODGE,Mediterranean,3,4.006,19.23,0.14285714285714285
2020,FOREST LODGE,Mexican,2,3.797,29.05,0.09523809523809523
2020,FOREST LODGE,Modern Australian,3,4.198,15.15,0.14285714285714285
2020,FOREST LODGE,Thai,1,3.835,22.2,0.047619047619047616
2020,GLEBE,Bakery,9,3.986,33.1,0.10843373493975904
2020,GLEBE,Bar,3,4.085,33.3,0.03614457831325301
2020,GLEBE,Cafe,3,4.193,40.69,0.03614457831325301
2020,GLEBE,Chinese,4,4.141,29.11,0.04819277108433735
2020,GLEBE,Fast Food,9,4.151,32.97,0.10843373493975904
2020,GLEBE,Indian,3,4.075,18.11,0.03614457831325301
2020,GLEBE,Italian,11,3.726,39.74,0.13253012048192772
2020,GLEBE,Japanese,6,4.391,24.28,0.07228915662650602
2020,GLEBE,Korean,3,3.731,27.01,0.03614457831325301
2020,GLEBE,Mediterranean,11,4.048,37.67,0.13253012048192772
2020,GLEBE,Mexican,1,3.99,29.08,0.012048192771084338
2020,GLEBE,Modern Australian,2,3.993,34.21,0.024096385542168676
2020,GLEBE,Seafood,2,4.107,34.3,0.024096385542168676
2020,GLEBE,Thai,3,4.072,41.47,0.03614457831325301
2020,GLEBE,Vegetarian,5,3.975,26.3,0.060240963855421686
2020,GLEBE,Vietnamese,8,4.055,30.53,0.0963855421686747
2020,HAYMARKET,Bakery,2,4.25,33.04,0.047619047619047616
2020,HAYMARKET,Bar,3,3.955,29.45,0.07142857142857142
2020,HAYMARKET,Cafe,3,4.067,32.64,0.07142857142857142
2020,HAYMARKET,Chinese,3,3.493,25.58,0.07142857142857142
2020,HAYMARKET,Fast Food,3,4.406,29.52,0.07142857142857142
2020,HAYMARKET,Indian,1,3.653,13.0,0.023809523809523808
2020,HAYMARKET,Italian,2,3.966,27.63,0.047619047619047616
2020,HAYMARKET,Japanese,5,4.143,28.91,0.11904761904761904
2020,HAYMARKET,Korean,2,3.663,33.41,0.047619047619047616
2020,HAYMARKET,Mediterranean,6,3.776,24.78,0.14285714285714285
2020,HAYMARKET,Mexican,1,4.503,37.06,0.023809523809523808
2020,HAYMARKET,Modern Australian,3,4.111,38.58,0.07142857142857142
2020,HAYMARKET,Seafood,1,4.075,27.68,0.023809523809523808
2020,HAYMARKET,Thai,4,4.018,24.03,0.09523809523809523
2020,HAYMARKET,Vegetarian,2,3.91,30.89,0.047619047619047616
2020,HAYMARKET,Vietnamese,1,3.998,18.94,0.023809523809523808
2020,KENSINGTON,Bakery,10,4.008,39.57,0.06535947712418301
2020,KENSINGTON,Bar,7,4.058,37.77,0.0457516339869281
2020,KENSINGTON,Cafe,9,4.122,26.72,0.058823529411764705
2020,KENSINGTON,Chinese,14,3.953,34.31,0.0915032679738562
2020,KENSINGTON,Fast Food,15,3.802,42.64,0.09803921568627451
2020,KENSINGTON,Indian,7,3.816,31.83,0.0457516339869281
2020,KENSINGTON,Italian,8,4.002,26.96,0.05228758169934641
2020,KENSINGTON,Japanese,11,3.862,32.96,0.0718954248366013
2020,KENSINGTON,Korean,17,4.329,29.03,0.1111111111111111
2020,KENSINGTON,Mediterranean,11,3.968,30.15,0.0718954248366013
2020,KENSINGTON,Mexican,8,3.747,35.67,0.05228758169934641
2020,KENSINGTON,Modern Australian,6,3.761,29.84,0.0392156862745098
2020,KENSINGTON,Seafood,3,4.026,23.64,0.0196078431372549
2020,KENSINGTON,Thai,5,3.893,37.77,0.032679738562091505
2020,KENSINGTON,Vegetarian,4,3.999,31.43,0.026143790849673203
2020,KENSINGTON,Vietnamese,18,4.239,37.96,0.11764705882352941
2020,KINGSFORD,Bakery,6,3.982,28.74,0.05454545454545454
2020,KINGSFORD,Bar,9,4.057,39.15,0.08181818181818182
2020,KINGSFORD,Cafe,1,3.806,34.6,0.00909090909090909
2020,KINGSFORD,Chinese,5,3.796,29.28,0.045454545454545456
2020,KINGSFORD,Fast Food,4,3.631,22.54,0.03636363636363636
2020,KINGSFORD,Indian,9,4.149,34.05,0.08181818181818182
2020,KINGSFORD,Italian,8,3.66,34.74,0.07272727272727272
2020,KINGSFORD,Japanese,7,4.228,25.87,0.06363636363636363
2020,KINGSFORD,Korean,1,3.926,34.25,0.00909090909090909
2020,KINGSFORD,Mediterranean,12,3.755,27.27,0.10909090909090909
2020,KINGSFORD,Mexican,8,3.761,30.13,0.07272727272727272
2020,KINGSFORD,Modern Australian,5,3.561,27.1,0.045454545454545456
2020,KINGSFORD,Seafood,9,4.016,38.48,0.08181818181818182
2020,KINGSFORD,Thai,10,4.002,26.0,0.09090909090909091
2020,KINGSFORD,Vegetarian,5,4.159,31.51,0.045454545454545456
2020,KINGSFORD,Vietnamese,11,4.109,33.22,0.1
2020,KIRRIBILLI,Bakery,2,3.033,13.67,0.07407407407407407
2020,KIRRIBILLI,Bar,3,4.175,33.36,0.1111111111111111
2020,KIRRIBILLI,Cafe,2,3.887,34.86,0.07407407407407407
2020,KIRRIBILLI,Chinese,5,3.662,42.55,0.18518518518518517
2020,KIRRIBILLI,Fast Food,3,4.219,37.68,0.1111111111111111
2020,KIRRIBILLI,Indian,2,3.614,35.26,0.07407407407407407
2020,KIRRIBILLI,Italian,1,4.058,20.61,0.037037037037037035
2020,KIRRIBILLI,Korean,1,4.036,34.24,0.037037037037037035
2020,KIRRIBILLI,Mediterranean,2,4.183,32.67,0.07407407407407407
2020,KIRRIBILLI,Mexican,1,3.589,66.81,0.037037037037037035
2020,KIRRIBILLI,Modern Australian,1,4.162,25.8,0.037037037037037035
2020,KIRRIBILLI,Seafood,1,3.773,44.55,0.037037037037037035
2020,KIRRIBILLI,Thai,1,3.444,40.22,0.037037037037037035
2020,KIRRIBILLI,Vegetarian,1,3.948,27.67,0.037037037037037035
2020,KIRRIBILLI,Vietnamese,1,3.609,17.82,0.037037037037037035
2020,LEICHHARDT,Bakery,12,3.736,26.94,0.1
2020,LEICHHARDT,Bar,4,4.006,36.17,0.03333333333333333
2020,LEICHHARDT,Cafe,7,4.044,48.51,0.058333333333333334
2020,LEICHHARDT,Chinese,9,3.852,31.67,0.075
2020,LEICHHARDT,Fast Food,11,3.85,24.04,0.09166666666666666
2020,LEICHHARDT,Indian,12,3.734,23.44,0.1
2020,LEICHHARDT,Italian,10,3.991,30.05,0.08333333333333333
2020,LEICHHARDT,Japanese,4,4.109,27.65,0.03333333333333333
2020,LEICHHARDT,Korean,9,4.224,33.72,0.075
2020,LEICHHARDT,Mediterranean,5,3.99,23.13,0.041666666666666664
2020,LEICHHARDT,Mexican,6,3.704,40.31,0.05
2020,LEICHHARDT,Modern Australian,7,4.095,25.13,0.058333333333333334
2020,LEICHHARDT,Seafood,5,4.308,30.99,0.041666666666666664
2020,LEICHHARDT,Thai,5,3.869,32.97,0.041666666666666664
2020,LEICHHARDT,Vegetarian,5,4.051,37.37,0.041666666666666664
2020,LEICHHARDT,Vietnamese,9,4.08,23.43,0.075
2020,LILYFIELD,Bakery,10,3.971,35.75,0.07874015748031496
2020,LILYFIELD,Bar,12,4.259,33.11,0.09448818897637795
2020,LILYFIELD,Cafe,6,4.074,31.17,0.047244094488188976
2020,LILYFIELD,Chinese,8,3.966,31.58,0.06299212598425197
2020,LILYFIELD,Fast Food,7,4.045,30.71,0.05511811023622047
2020,LILYFIELD,Indian,1,3.987,40.11,0.007874015748031496
2020,LILYFIELD,Italian,15,3.856,41.72,0.11811023622047244
2020,LILYFIELD,Japanese,7,3.91,29.36,0.05511811023622047
2020,LILYFIELD,Korean,9,4.025,30.63,0.07086614173228346
2020,LILYFIELD,Mediterranean,5,3.897,37.67,0.03937007874015748
2020,LILYFIELD,Mexican,6,3.939,29.43,0.047244094488188976
2020,LILYFIELD,Modern Australian,1,4.164,30.99,0.007874015748031496
2020,LILYFIELD,Seafood,9,4.15,31.71,0.07086614173228346
2020,LILYFIELD,Thai,4,4.017,35.49,0.031496062992125984
2020,LILYFIELD,Vegetarian,12,3.656,30.51,0.09448818897637795
2020,LILYFIELD,Vietnamese,15,3.923,29.29,0.11811023622047244
2020,MARRICKVILLE,Bakery,18,4.082,28.55,0.06642066420664207
2020,MARRICKVILLE,Bar,10,3.82,35.7,0.03690036900369004
2020,MARRICKVILLE,Cafe,15,4.22,30.43,0.055350553505535055
2020,MARRICKVILLE,Chinese,12,3.91,28.82,0.04428044280442804
2020,MARRICKVILLE,Fast Food,14,3.672,29.84,0.05166051660516605
2020,MARRICKVILLE,Indian,14,4.312,35.06,0.05166051660516605
2020,MARRICKVILLE,Italian,10,3.952,26.08,0.03690036900369004
2020,MARRICKVILLE,Japanese,16,3.982,30.18,0.05904059040590406
2020,MARRICKVILLE,Korean,26,3.912,33.41,0.0959409594095941
2020,MARRICKVILLE,Mediterranean,13,4.196,27.11,0.04797047970479705
2020,MARRICKVILLE,Mexican,19,4.054,25.46,0.07011070110701106
2020,MARRICKVILLE,Modern Australian,18,3.96,35.56,0.06642066420664207
2020,MARRICKVILLE,Seafood,16,4.23,30.9,0.05904059040590406
2020,MARRICKVILLE,Thai,15,3.946,31.7,0.055350553505535055
2020,MARRICKVILLE,Vegetarian,32,4.108,33.62,0.11808118081180811
2020,MARRICKVILLE,Vietnamese,23,4.09,32.65,0.08487084870848709
2020,MASCOT,Bakery,38,3.832,32.78,0.07210626185958255
2020,MASCOT,Bar,57,3.882,32.8,0.10815939278937381
2020,MASCOT,Cafe,38,4.028,35.62,0.07210626185958255
2020,MASCOT,Chinese,39,3.79,32.79,0.07400379506641366
2020,MASCOT,Fast Food,44,3.953,34.54,0.08349146110056926
2020,MASCOT,Indian,25,3.967,28.34,0.04743833017077799
2020,MASCOT,Italian,33,3.972,28.92,0.06261859582542695
2020,MASCOT,Japanese,32,3.875,34.93,0.06072106261859583
2020,MASCOT,Korean,24,3.981,30.01,0.04554079696394687
2020,MASCOT,Mediterranean,29,3.795,35.25,0.05502846299810247
2020,MASCOT,Mexican,33,3.886,32.82,0.06261859582542695
2020,MASCOT,Modern Australian,29,3.967,31.04,0.05502846299810247
2020,MASCOT,Seafood,23,4.125,30.28,0.04364326375711575
2020,MASCOT,Thai,25,4.117,33.25,0.04743833017077799
2020,MASCOT,Vegetarian,25,3.817,31.16,0.04743833017077799
2020,MASCOT,Vietnamese,33,3.894,33.54,0.06261859582542695
2020,MCMAHONS POINT,Bakery,2,4.278,28.61,0.11764705882352941
2020,MCMAHONS POINT,Cafe,1,3.952,80.73,0.058823529411764705
2020,MCMAHONS POINT,Indian,1,3.992,43.93,0.058823529411764705
2020,MCMAHONS POINT,Italian,1,3.926,64.67,0.058823529411764705
2020,MCMAHONS POINT,Japanese,1,4.294,32.79,0.058823529411764705
2020,MCMAHONS POINT,Korean,1,3.922,52.35,0.058823529411764705
2020,MCMAHONS POINT,Mediterranean,4,4.041,39.44,0.23529411764705882
2020,MCMAHONS POINT,Mexican,1,3.667,7.43,0.058823529411764705
2020,MCMAHONS POINT,Modern Australian,1,4.105,38.66,0.058823529411764705
2020,MCMAHONS POINT,Seafood,1,4.118,17.42,0.058823529411764705
2020,MCMAHONS POINT,Vegetarian,3,4.538,27.08,0.17647058823529413
2020,MILLERS POINT,Bakery,2,4.215,22.1,0.13333333333333333
2020,MILLERS POINT,Cafe,1,5.0,48.73,0.06666666666666667
2020,MILLERS POINT,Chinese,1,4.265,12.87,0.06666666666666667
2020,MILLERS POINT,Fast Food,1,3.853,50.73,0.06666666666666667
2020,MILLERS POINT,Japanese,1,3.473,17.98,0.06666666666666667
2020,MILLERS POINT,Korean,2,4.048,25.09,0.13333333333333333
2020,MILLERS POINT,Mediterranean,3,3.836,50.81,0.2
2020,MILLERS POINT,Mexican,2,3.503,52.12,0.13333333333333333
2020,MILLERS POINT,Seafood,1,4.023,13.83,0.06666666666666667
2020,MILLERS POINT,Vietnamese,1,3.877,25.64,0.06666666666666667
2020,MILSONS POINT,Chinese,2,4.177,18.41,0.14285714285714285
2020,MILSONS POINT,Fast Food,1,4.053,32.64,0.07142857142857142
2020,MILSONS POINT,Italian,2,4.285,29.12,0.14285714285714285
2020,MILSONS POINT,Japanese,4,3.603,41.6,0.2857142857142857
2020,MILSONS POINT,Modern Australian,1,3.931,30.16,0.07142857142857142
2020,MILSONS POINT,Seafood,1,4.497,16.59,0.07142857142857142
2020,MILSONS POINT,Vegetarian,3,3.432,11.06,0.21428571428571427
2020,MOORE PARK,Bakery,3,4.144,44.12,0.03614457831325301
2020,MOORE PARK,Bar,2,4.098,45.38,0.024096385542168676
2020,MOORE PARK,Cafe,3,4.146,21.95,0.03614457831325301
2020,MOORE PARK,Chinese,2,4.284,27.33,0.024096385542168676
2020,MOORE PARK,Fast Food,12,4.029,27.17,0.14457831325301204
2020,MOORE PARK,Indian,5,3.943,36.56,0.060240963855421686
2020,MOORE PARK,Italian,6,3.897,35.67,0.07228915662650602
2020,MOORE PARK,Japanese,2,3.938,40.38,0.024096385542168676
2020,MOORE PARK,Korean,7,4.112,26.82,0.08433734939759036
2020,MOORE PARK,Mediterranean,7,3.901,32.81,0.08433734939759036
2020,MOORE PARK,Mexican,4,3.887,43.51,0.04819277108433735
2020,MOORE PARK,Modern Australian,7,4.058,37.79,0.08433734939759036
2020,MOORE PARK,Seafood,3,4.031,32.74,0.03614457831325301
2020,MOORE PARK,Thai,8,4.136,23.97,0.0963855421686747
2020,MOORE PARK,Vegetarian,8,3.814,34.34,0.0963855421686747
2020,MOORE PARK,Vietnamese,4,3.865,40.57,0.04819277108433735
2020,NEWTOWN,Bakery,3,3.822,30.58,0.05357142857142857
2020,NEWTOWN,Bar,3,3.963,35.2,0.05357142857142857
2020,NEWTOWN,Cafe,2,4.025,19.04,0.03571428571428571
2020,NEWTOWN,Chinese,1,3.981,18.95,0.017857142857142856
2020,NEWTOWN,Fast Food,5,4.041,41.21,0.08928571428571429
